Tweet,Image_Url,Image_Name,Qn1,Qn2,Qn3,Tweet_id
"A sad day of baking.. Burnt the loaf, cuts off the burnt bits - now its a naked lemon and poppy seed loaf #bakingfail http://t.co/NcKphWbf",http://pbs.twimg.com/media/Al8atk7CMAIU5Ck.jpg,Al8atk7CMAIU5Ck.jpg,yes,yes,partial,170884681166893056
Found a way to make red velvet cookies taste like the breading on fried shrimp. #foodpic #bakingfail http://t.co/a1SDux4z01,http://pbs.twimg.com/media/BIk9AE9CYAAeQVF.jpg,BIk9AE9CYAAeQVF.jpg,yes,yes,partial,326859519491727361
Put 2 cups of butter in my chocolate chip cookies. Recipe called for 2 sticks. #bakingfail. http://t.co/NJ5N7xVg,http://pbs.twimg.com/media/Al0ZTImCIAE_HAl.jpg,Al0ZTImCIAE_HAl.jpg,yes,yes,partial,170320177420967936
"These started out as hearts. 
#BakingFail http://t.co/xx8C5isy",http://pbs.twimg.com/media/AllQo4SCMAE6_gv.jpg,AllQo4SCMAE6_gv.jpg,yes,yes,partial,169255124231925762
Prime baking. @KeatonTumber #cinnamonbunsftw #bakingfail http://t.co/SRoajt1hX3,http://pbs.twimg.com/media/BIe-MHnCEAAgbP9.jpg,BIe-MHnCEAAgbP9.jpg,yes,yes,partial,326438613413924864
Well at least we can say we tried Nate... Hahaha #bakingfail @TaylorMoody6 http://t.co/9Hzp86iV,http://pbs.twimg.com/media/AlVBxp8CAAAG19c.jpg,AlVBxp8CAAAG19c.jpg,yes,yes,CD,168112882410717184
Ampitheatre in Greece (the one in ruins) or football stadium? @KWonderly @HiSavvyJaine #bakingfail #optimism http://t.co/O31ffqz,http://pbs.twimg.com/media/Ak2-QzzCQAAW9Bp.jpg,Ak2-QzzCQAAW9Bp.jpg,yes,yes,partial,165997957269831680
In the continuing saga of me vs. the cake...the cake is now out of the oven and cooling in layers. #bakingfail http://t.co/0oTxBI1ZNC,http://pbs.twimg.com/media/BIeb2_nCEAEy5rT.jpg,BIeb2_nCEAEy5rT.jpg,yes,yes,CD,326400867093843968
Am hoping my colleagues appreciate the effort tomorrow #BakingFail #TwoAttempts http://t.co/7Kr9FAVoJC,http://pbs.twimg.com/media/BH4isPSCcAAuseo.jpg,BH4isPSCcAAuseo.jpg,yes,yes,perfect,323734366620643328
Does mamma g need any bakers @Rachael__Graham #bakingfail http://t.co/bIx0jl3HBF,http://pbs.twimg.com/media/BHvv6H_CQAAbrdF.jpg,BHvv6H_CQAAbrdF.jpg,yes,yes,partial,323115580133621760
I'm thinking I put too much butter in the cookie dough. #oops #bakingfail http://t.co/F6y2uUlF,http://pbs.twimg.com/media/Ai6aWHECEAEoLG3.jpg,Ai6aWHECEAEoLG3.jpg,yes,yes,alt,157232741644111873
Something went very wrong... #SupposedToBeGlutenFreeMuffin #BakingFail http://t.co/jkTGilIU4Q,http://pbs.twimg.com/media/BHL-LoeCMAARTml.jpg,BHL-LoeCMAARTml.jpg,yes,yes,alt,320597999283744768
Came home to my sister @JenTapiero trying to bake. I think she needs more practice #bakingfail http://t.co/jglzvDtk,http://pbs.twimg.com/media/AhLLfeXCQAAdhO9.jpg,AhLLfeXCQAAdhO9.jpg,yes,yes,partial,149405479234322432
If these aren't the nicest cookies you have ever seen you are setting your expectations too high. #bakingfail http://t.co/Cj25DbN6,http://pbs.twimg.com/media/AhCLRNmCIAAOdpg.jpg,AhCLRNmCIAAOdpg.jpg,yes,yes,partial,148771915522252801
#bakingFail http://t.co/sewTTgD1hk,http://pbs.twimg.com/media/BGtKK8dCUAAszji.jpg,BGtKK8dCUAAszji.jpg,yes,yes,CD,318429750542618624
"The crosses on my hot cross buns are a hot mess or just a mess. Everyone picks them off anyway, right? #BakingFail  http://t.co/JPUx6Gmn7T",http://pbs.twimg.com/media/BGonS-oCQAAYZzk.jpg,BGonS-oCQAAYZzk.jpg,yes,yes,partial,318109930676699136
These cookies definitely didn't look this good when they were done! #BakingFail http://t.co/I6srKUD8,http://pbs.twimg.com/media/AhAZGIICMAELnPW.jpg,AhAZGIICMAELnPW.jpg,yes,yes,partial,148646380750123008
I obviously hadn't made mince pies in a while #bakingfail http://t.co/SqTLMc1D,http://pbs.twimg.com/media/AgUfdV8CQAIFFXy.jpg,AgUfdV8CQAIFFXy.jpg,yes,yes,alt,145557151920832513
Domestic God-what-a-mess  #bakingfail http://t.co/tycvqumazM,http://pbs.twimg.com/media/BGoTgaGCcAEyA4v.jpg,BGoTgaGCcAEyA4v.jpg,yes,yes,partial,318088171160236032
Mauve is not an Easter/Spring color. #BakingFail http://t.co/CyuixbRIln,http://pbs.twimg.com/media/BGhwFC1CYAIdlLO.jpg,BGhwFC1CYAIdlLO.jpg,yes,yes,partial,317627005686407169
@k_parks2 these cookies are hard as tits #bakingfail http://t.co/7bERCSTO,http://pbs.twimg.com/media/AgBuZlvCMAAifNV.jpg,AgBuZlvCMAAifNV.jpg,yes,yes,alt,144236573976834049
Our maroon velvet cupcake has arms according to Dawn #bakingfail http://t.co/S4rcueKV3C,http://pbs.twimg.com/media/BGaDUWKCUAMkdVN.jpg,BGaDUWKCUAMkdVN.jpg,yes,yes,partial,317085209340301313
Awww... She really does seem so happy to receive such a rubbish cake made by her daddy #bakingfail http://t.co/dQoGqJ5X,http://pbs.twimg.com/media/Af2oJKfCMAAXv96.jpg,Af2oJKfCMAAXv96.jpg,yes,yes,partial,143455638528339968
"Was trying to make an apricot tart, turned out sponge-ish with apricots on top #bakingfail http://t.co/pzTiOOlUic",http://pbs.twimg.com/media/BGEOUFNCIAA3sqZ.png,BGEOUFNCIAA3sqZ.png,yes,yes,alt,315549187045466113
"It's the taste that counts, right? #bakingfail http://t.co/TMpcPMO",http://pbs.twimg.com/media/Ad11kl4CQAAs1Om.jpg,Ad11kl4CQAAs1Om.jpg,yes,yes,partial,134392835389669377
Bear Claws. I think my yeast was old. #bakingfail http://t.co/iZarjpCTcF,http://pbs.twimg.com/media/BFlN5jDCUAAO3y_.jpg,BFlN5jDCUAAO3y_.jpg,yes,yes,partial,313367300126429184
Apparently I have the decorating skills of an 8 year old. Looks like a bird shat on the nest #bakingfail http://t.co/jbNgXUOHUZ,http://pbs.twimg.com/media/BFfV1ThCQAARAIT.jpg,BFfV1ThCQAARAIT.jpg,yes,yes,partial,312953810865766400
@HairyBikers I'm beginning to hate fairy cakes! They look so tasty but taste so bland?! #bakingfail  http://t.co/6virATr9hC,http://pbs.twimg.com/media/BFes8ThCQAAf_AJ.jpg,BFes8ThCQAAf_AJ.jpg,yes,yes,alt,312908851148111872
Supposed to be beer bread. Hope it's better than it looks. #bakingfail http://t.co/EoCyNeOP,http://pbs.twimg.com/media/AdrS8TfCQAArd1Y.jpg,AdrS8TfCQAArd1Y.jpg,yes,yes,partial,133651072421085184
I'm beginning to hate fairy cakes! Why do they never rise and look so tasty but taste so bland?! #bakingfail  http://t.co/KLMBgv8Vtv,http://pbs.twimg.com/media/BFerav0CMAEHb9W.jpg,BFerav0CMAEHb9W.jpg,yes,yes,partial,312907175116812288
"... I don't even know what to say about these ""brownies""... @maegangoss #bakingfail http://t.co/vMFuyDA9",http://pbs.twimg.com/media/AczsvvRCIAAnjpA.jpg,AczsvvRCIAAnjpA.jpg,yes,yes,CD,129738794168623104
Might Richard Curtis consider renaming #RedNoseDay on account of how PINK my macaroons turned out? :/ #bakingfail http://t.co/9HnQxib9YY,http://pbs.twimg.com/media/BFRBwo3CIAAmB34.jpg,BFRBwo3CIAAmB34.jpg,yes,yes,partial,311946578040594433
My Swiss Roll looks nicer after decorating. Icing sugar worked a treat to hide the cracks - #bakingfail turned right! http://t.co/b5bd6vSfgx,http://pbs.twimg.com/media/BE_Xy0aCQAAXc4V.jpg,BE_Xy0aCQAAXc4V.jpg,yes,yes,perfect,310704167364739072
This is custard :-\ for some reason i think i got something wrong #bakingfail http://t.co/caTh4DPBCZ,http://pbs.twimg.com/media/BEyA8K9CIAE_sCA.jpg,BEyA8K9CIAE_sCA.jpg,yes,yes,alt,309764245594185728
All the same recipe #shit #bakingfail http://t.co/WbqW3ZU8Ro,http://pbs.twimg.com/media/BEuzm2NCYAAyDP5.jpg,BEuzm2NCYAAyDP5.jpg,yes,yes,partial,309538479363219457
Ohhhh so this is what happens when you don't use enough flour. #muffinfail #bakingfail #whatawaste http://t.co/nDcuOx4r2q,http://pbs.twimg.com/media/BEjAx0ECEAANYal.jpg,BEjAx0ECEAANYal.jpg,yes,yes,partial,308708536488169472
Worst wedding cake in the world?! Oh my word...some people's taste hey! #bakingfail http://t.co/7NGdvf5M3r,http://pbs.twimg.com/media/BEWlCmJCUAEjUvX.jpg,BEWlCmJCUAEjUvX.jpg,yes,yes,partial,307833613557321729
Note to self: When it says baking powder use baking powder. Not soda. #bakingfail http://t.co/QinmdJasuC,http://pbs.twimg.com/media/BEOPTR0CcAAcJJb.jpg,BEOPTR0CcAAcJJb.jpg,yes,yes,alt,307246760949084160
"1st batch of Hamantashen in the oven. Nutella, apricot, &amp; blackberry. But they're falling apart #purim #bakingfail http://t.co/abZxK9tQIB",http://pbs.twimg.com/media/BD455ILCIAAjG4x.jpg,BD455ILCIAAjG4x.jpg,yes,yes,CD,305745478308470784
Cake balls! Hahahaha #bakingfail http://t.co/xeVkQYevlB,http://pbs.twimg.com/media/BD2bDuOCcAAoHm1.jpg,BD2bDuOCcAAoHm1.jpg,yes,yes,partial,305570837971496961
My baking skills aren't quite there yet.... LOL #disaster #bakingfail http://t.co/HVLKxrSP,http://pbs.twimg.com/media/BDNcAo6CQAA2plo.jpg,BDNcAo6CQAA2plo.jpg,yes,yes,partial,302686766006157315
Oh dear no amount of icing will save this! Lets call it a trial run #addscakeingredientstoshoppinglist #bakingfail http://t.co/9c3Rc3nB,http://pbs.twimg.com/media/BDGBThkCQAAUV8E.jpg,BDGBThkCQAAUV8E.jpg,yes,yes,partial,302164822429155329
#Paleo chocolate coconut cookies make me think there's a reason sugar laced cookies taste so good #BakingFail http://t.co/xkqD0Nbu,http://pbs.twimg.com/media/BDEFd6tCUAAzjo9.jpg,BDEFd6tCUAAzjo9.jpg,yes,yes,perfect,302028661534642176
Poor kindergarteners what will they eat now?? #bakingfail http://t.co/Q2KbcXu,http://pbs.twimg.com/media/BDApx_yCYAEEcYQ.jpg,BDApx_yCYAEEcYQ.jpg,yes,yes,partial,301787113941262337
#bakingfail  http://t.co/xgrVXU05,http://pbs.twimg.com/media/BC3GM5KCUAAQO8O.jpg,BC3GM5KCUAAQO8O.jpg,yes,yes,partial,301114674898948096
Never follow a recipe that promises an interesting texture... #bakingfail http://t.co/ZrQlnlfc,http://pbs.twimg.com/media/BCxsBt3CIAADEnA.jpg,BCxsBt3CIAADEnA.jpg,yes,yes,partial,300734051868876800
"First attempt... #bakingfail. Don't worry @jmloquist, there's still hope. @Kdwheats #wegotskillz http://t.co/HhypkYPN",http://pbs.twimg.com/media/BCxMHCgCEAAKKkf.jpg,BCxMHCgCEAAKKkf.jpg,yes,yes,partial,300698958932611072
Those don't look like Nutella almond cookies. What did I do wrong??!! #bakingfail #cookies #itried #womp http://t.co/AiAd7eaU,http://pbs.twimg.com/media/BCOkth5CAAEDAf6.jpg,BCOkth5CAAEDAf6.jpg,yes,yes,partial,298263102426841090
Ya win some and ya lose some #bakingfail http://t.co/xG1eQdTW,http://pbs.twimg.com/media/BCNb3_hCAAAiP-0.jpg,BCNb3_hCAAAiP-0.jpg,yes,yes,partial,298183017833299968
Jackson Pollock ain't got shit on me #splatter #bakingfail http://t.co/r23UEvj8,http://pbs.twimg.com/media/BCJeHLvCMAAWRKD.jpg,BCJeHLvCMAAWRKD.jpg,yes,yes,alt,297904002857840640
WHY DOES GOD HATE ME #baking #bakingfail #fail http://t.co/PvzG70v5,http://pbs.twimg.com/media/BBklEUJCQAAkx6V.jpg,BBklEUJCQAAkx6V.jpg,yes,yes,partial,295308006617399298
Spent the day baking and the best turn out we're the chocolate dipped pretzels. #BakingFail http://t.co/1A6cTGbi,http://pbs.twimg.com/media/BBkNFpGCIAEYIwS.jpg,BBkNFpGCIAEYIwS.jpg,yes,yes,alt,295281641130172417
This is what happens when you mix Jack Daniels and brownies together. Lol @nannaboo09 #bakingfail http://t.co/FJ1uY8Qf,http://pbs.twimg.com/media/BBfulnSCEAA7APf.jpg,BBfulnSCEAA7APf.jpg,yes,yes,partial,294966630579048448
When a cake doesn't want to come out of its tin #bakingfail http://t.co/o3X1cmta,http://pbs.twimg.com/media/BA_pqKrCIAARmX_.jpg,BA_pqKrCIAARmX_.jpg,yes,yes,CD,292709411422609409
All this effort and it only makes 4 wee scones. #bakingfail http://t.co/dV9hkKGs,http://pbs.twimg.com/media/BA_M1zMCcAA9TUe.jpg,BA_M1zMCcAA9TUe.jpg,yes,yes,CD,292677725439815682
This at one time was a cookie blob now it looks like a pile of oatmeal!!!! #bakingfail #yummmm #friendfail ❤ http://t.co/vJxoRNi3,http://pbs.twimg.com/media/BA8J8yrCcAArYy6.jpg,BA8J8yrCcAArYy6.jpg,yes,yes,partial,292463440793071617
These ones are even worse!!! #bakingfail http://t.co/uUGv0VBA,http://pbs.twimg.com/media/BAqtQesCYAAJhC3.jpg,BAqtQesCYAAJhC3.jpg,yes,yes,CD,291235624537710592
Underestimation leads to this beautiful mess. #bakingfail http://t.co/VkfFbgTM,http://pbs.twimg.com/media/BAJIlgBCIAAZRGh.jpg,BAJIlgBCIAAZRGh.jpg,yes,yes,CD,288873135187566592
"Damn you, twitter. You made me forget about the cookies! #bakingfail http://t.co/5haN5VlA",http://pbs.twimg.com/media/A_Y_HVDCIAE6CHL.jpg,A_Y_HVDCIAE6CHL.jpg,yes,yes,CD,285485021517717504
This....doesnt....seem right #bakingfail http://t.co/EgiXo8VJ,http://pbs.twimg.com/media/A_EiFSVCEAAmuj-.jpg,A_EiFSVCEAAmuj-.jpg,yes,yes,CD,284045725711601664
Ahh...so this is what happens to cookie bars when a little boy shuts off the timer#bakingfail http://t.co/EeAHEw7P,http://pbs.twimg.com/media/A-_YIY5CMAA3qBZ.jpg,A-_YIY5CMAA3qBZ.jpg,yes,yes,partial,283682940158881793
My attempt at making my biscuits look christmassy!#bakingfail #snotchristmassyatall #getthejoke? #lol at me http://t.co/gsZcDYbJ,http://pbs.twimg.com/media/A-peJADCEAErEVS.jpg,A-peJADCEAErEVS.jpg,yes,yes,partial,282141435380240384
The other two kinds turned out perfect I promise! #bakingfail #woops http://t.co/3egsgUEE,http://pbs.twimg.com/media/A-mKUQQCQAEY79F.jpg,A-mKUQQCQAEY79F.jpg,yes,yes,perfect,281908532243218433
Not sure what went wrong but this latest batch of gingerbread men look more like Michelin men #bakingfail http://t.co/pyjiAIeG,http://pbs.twimg.com/media/A-jV72aCIAAJ5_I.jpg,A-jV72aCIAAJ5_I.jpg,yes,yes,partial,281710200895971328
My brownies turned out to be a pile of mushy cake-like crap...tasty though! #BakingFail http://t.co/3MRq3ZV6,http://pbs.twimg.com/media/A-cetQBCQAAIL1B.jpg,A-cetQBCQAAIL1B.jpg,yes,yes,partial,281227264467812353
"""@senadebs: @juliafolk its not that bad... #fatsnowman #bakingfail http://t.co/FyzRRefV"" hahhaha it was the margarine",http://pbs.twimg.com/media/A-bnu2_CYAEbZSm.jpg,A-bnu2_CYAEbZSm.jpg,yes,yes,CD,281167515005120512
@juliafolk its not that bad... #fatsnowman #bakingfail http://t.co/DMTMUnJ9,http://pbs.twimg.com/media/A-bnu2_CYAEbZSm.jpg,A-bnu2_CYAEbZSm.jpg,yes,yes,partial,281166818972950528
Made some very bad Christmas cupcakes today which look like they belong at a kids alien themed party! #bakingfail http://t.co/Q77TyH6s,http://pbs.twimg.com/media/A-YME1tCIAAI8zK.jpg,A-YME1tCIAAI8zK.jpg,yes,yes,partial,280925304023818240
Baked for cookie exchange: before=beautiful; after=horrific Should've left it up for the professionals. #bakingfail http://t.co/leDYGiSA,http://pbs.twimg.com/media/A-RVq3GCMAATbSe.jpg,A-RVq3GCMAATbSe.jpg,yes,yes,partial,280443271627550721
I think I got over excited with the mince meat :/ #bakingfail http://t.co/GhnigmbJ,http://pbs.twimg.com/media/A-K6GG_CEAAOIRv.jpg,A-K6GG_CEAAOIRv.jpg,yes,yes,partial,279990740963168256
Definition of my life lately #Fail #BakingFail http://t.co/KF6gBMRz,http://pbs.twimg.com/media/A94XGavCYAAWfyc.jpg,A94XGavCYAAWfyc.jpg,yes,yes,CD,278685625958424577
Gingerman centipede..? Oops.. #BakingFail http://t.co/mhpNl52D,http://pbs.twimg.com/media/A93pSxgCcAADQCO.jpg,A93pSxgCcAADQCO.jpg,yes,yes,CD,278635260693082113
These cookies look delicious on the outside but when you bite into them they are rock hard. #BakingFail http://t.co/LHw9kLOm,http://pbs.twimg.com/media/A9pEY9FCIAA7po5.jpg,A9pEY9FCIAA7po5.jpg,yes,yes,partial,277609522531540995
I made Sta-puft Gingerbread Men. #bakingfail #lessdoughnexttime http://t.co/c1jXz1Ma,http://pbs.twimg.com/media/A9kEyBrCAAAiWU7.jpg,A9kEyBrCAAAiWU7.jpg,yes,yes,alt,277258109540499456
These turned out..erm differently... #bakingfail @tom__campbell http://t.co/1mTu7VUq,http://pbs.twimg.com/media/A9ibpzfCMAEks84.jpg,A9ibpzfCMAEks84.jpg,yes,yes,alt,277142519576408064
Yup these look right. #BakingFail http://t.co/L4so7ZyW,http://pbs.twimg.com/media/A9iSJFmCQAAfPgq.jpg,A9iSJFmCQAAfPgq.jpg,yes,yes,partial,277132061893083136
@2CC &amp; @2CANBERRA - no cookies tomorrow!  I'll try again tomorrow #bakingfail #neverusedthisovenbefore http://t.co/HYSzvBJR,http://pbs.twimg.com/media/A9WQcskCMAAOImk.jpg,A9WQcskCMAAOImk.jpg,yes,yes,partial,276285774821994496
#bakingfail http://t.co/vNPMkGhS,http://pbs.twimg.com/media/A9JkGF6CUAIZfxN.jpg,A9JkGF6CUAIZfxN.jpg,yes,yes,CD,275392583050612736
"Looked great on outside. Tasted great, too. Inside was heavy and stodgy.
#bakingfail http://t.co/aHCqfmX6",http://pbs.twimg.com/media/A9IjCuMCAAMD5_8.jpg,A9IjCuMCAAMD5_8.jpg,yes,yes,partial,275321056884031488
Smokey kitchen. #bakingfail http://t.co/KsdNqLIL,http://pbs.twimg.com/media/A9CdcxkCYAATUsG.jpg,A9CdcxkCYAATUsG.jpg,yes,yes,alt,274892694927597569
Ah back to my normal baking standard #bakingfail http://t.co/cxCHqmrX,http://pbs.twimg.com/media/A8lS_FBCUAMQcyo.jpg,A8lS_FBCUAMQcyo.jpg,yes,yes,CD,272840496060190720
"Made some cookies, cut the recipe in half, well everything but the butter...oops #bakingfail http://t.co/lNDgKO3k",http://pbs.twimg.com/media/A8a9_DICIAAIcLz.jpg,A8a9_DICIAAIcLz.jpg,yes,yes,CD,272113718366707712
#bakingfail  LOL http://t.co/ncdxtgvL,http://pbs.twimg.com/media/A8T6ba-CQAAxqrK.jpg,A8T6ba-CQAAxqrK.jpg,yes,yes,CD,271617226547806208
Nailed it. #bakingfail http://t.co/njxuEEhN,http://pbs.twimg.com/media/A8SAXb4CMAA1IGk.jpg,A8SAXb4CMAA1IGk.jpg,yes,yes,partial,271483017648812033
My practice round of French macarons came out like vanilla wafers. #bakingfail http://t.co/67dmqofs,http://pbs.twimg.com/media/A8AlnlBCcAApswa.jpg,A8AlnlBCcAApswa.jpg,yes,yes,perfect,270257339511238656
#bakingfail http://t.co/Ei31s4j8,http://pbs.twimg.com/media/A7qVW2kCMAA1zXH.jpg,A7qVW2kCMAA1zXH.jpg,yes,yes,partial,268691347614085121
Not so RED velvet chocolate chip cookies! #bakingfail http://t.co/bvECi6Vh,http://pbs.twimg.com/media/A7npLqGCYAAf8Ze.jpg,A7npLqGCYAAf8Ze.jpg,yes,yes,CD,268502039284310018
I made cookies...and I like them xD #BakingFail http://t.co/H85WQvWL,http://pbs.twimg.com/media/A7dhcfECUAALGn7.jpg,A7dhcfECUAALGn7.jpg,yes,yes,partial,267789844846104576
Christmas cakes done. Shame loaf tin is non-stick no more! Slight #BakingFail  thanks #delia! #greatbritishbakeoff http://t.co/EzdeY5vY,http://pbs.twimg.com/media/A7NCWTpCEAAjOsW.jpg,A7NCWTpCEAAjOsW.jpg,yes,yes,perfect,266629753933533185
"@tpaceltsfan oh I tried ""baking"" ..this is the best they looked..after not so much #bakingfail .. http://t.co/Yxmidwr5",http://pbs.twimg.com/media/A6a3CttCYAA_lt1.jpg,A6a3CttCYAA_lt1.jpg,yes,yes,partial,263098885495480320
This looks more like a mutant scone than soda bread #bakingfail http://t.co/B5cfP0nz,http://pbs.twimg.com/media/A6Io-31CAAAU__J.jpg,A6Io-31CAAAU__J.jpg,yes,yes,alt,261816788919123968
Not a serving suggestion! #Bakingfail http://t.co/fYakdXz7,http://pbs.twimg.com/media/A6E1Q54CcAEFeBD.jpg,A6E1Q54CcAEFeBD.jpg,yes,yes,CD,261548817890045952
Butt-ugliest cookies ever; am tossing out the recipe. #bakingfail http://t.co/OhfdSZz,http://pbs.twimg.com/media/AY7Mp57CIAAatT2.jpg,AY7Mp57CIAAatT2.jpg,yes,yes,partial,112252061017579520
I wanted to treat my boyfriend to a nice chocolate cake...unfortunately I didn’t have butter so I used coconut oil &amp; the cake cracked into four then the “romantic” red icing looked more like blood  thankfully he wasn’t too put off because we are now engaged #gbbo #bakingfail https://t.co/7qJ2s0nr6M https://t.co/LyoHFSLixW,http://pbs.twimg.com/media/EDK1RvOW4AUMUw4.jpg,EDK1RvOW4AUMUw4.jpg,yes,yes,alt,1167194575611584512
"Thankfully my kids won't see this post but they claim when they are older they'll be on #GBBO no #BakingFail here  what you can't see is how flat it is , you ever had any disasters @MrsTBakingQueen https://t.co/EWHlxNyRsW https://t.co/tTS7vcXWFz",http://pbs.twimg.com/media/EDK07hYXoAAj2eu.jpg,EDK07hYXoAAj2eu.jpg,yes,yes,partial,1167194274263457792
"Sometimes my bread, like my writing, comes out a little flat. 
#baking 
#bakingfail https://t.co/1IgsFATopI",http://pbs.twimg.com/media/ECpwgN1XoAEeFVa.jpg,ECpwgN1XoAEeFVa.jpg,yes,yes,partial,1164867158020689920
"...so, what did you do on your day off, Niki? Oh, I made a cake look like a roast chicken .... #BakingFail https://t.co/ewnDfr3I8x",http://pbs.twimg.com/media/ECeZqNVX4AA3Z3T.jpg,ECeZqNVX4AA3Z3T.jpg,yes,yes,partial,1164067987911061504
@TheOneShowShow don’t get distracted playing board games when baking #TheOneShow #bakingfail https://t.co/4NeWDmX5EF,http://pbs.twimg.com/media/EB3oe_MXkAAmQJs.jpg,EB3oe_MXkAAmQJs.jpg,yes,yes,partial,1161339906720960514
I can bake! My #cakes #cookies etc. always taste delicious....but I can’t #decorate to save my life  #cakedecoratingfail #itried #bakingfail #cakefail #redvelvet #helpmeplease #atleastittastesgood https://t.co/Y2Wi0w4MYy,http://pbs.twimg.com/media/EB3LggYWsAAKwZS.jpg,EB3LggYWsAAKwZS.jpg,yes,yes,partial,1161308044355100672
"Doch, doch, der Sohn hat sich eine Burg-RUINE gewünscht... ‍♀️ #fail #bakingfail #dasbestedrausmachen https://t.co/rBJC6oQsgJ",http://pbs.twimg.com/media/EBrrNVYWsAAtYOf.jpg,EBrrNVYWsAAtYOf.jpg,yes,yes,partial,1160498489912156160
It's rare...but occasionally baking is very much NOT my happy place #bakingfail #icanfixthis #alwaysbutterandflour #ishouldknowbetter https://t.co/71b2ewskDj https://t.co/eMVZ0TbyqO,http://pbs.twimg.com/media/Dlejt7zW0AAXNqC.jpg,Dlejt7zW0AAXNqC.jpg,yes,yes,alt,1033474650251112450
"Chocolate and raspberry fudge attempt post. 
https://t.co/CQq2XApbNe
Need more flavour combinations to try? 
#momwhobakes #momblogger #fudge #bakingfail #wheresthecake #newblogpost https://t.co/ytvK6KyD8S",http://pbs.twimg.com/media/EBo1xyKXsAA7Zcp.jpg,EBo1xyKXsAA7Zcp.jpg,yes,yes,alt,1160299024609632256
